page,edit_id,timestamp,summary
[[en:CHKDSK]],524040824,2012-11-20T16:27:14Z,/* Windows NT-based CHKDSK */ Changed advice and instruction to description
[[en:CHKDSK]],524039016,2012-11-20T16:16:26Z,/* Windows NT-based CHKDSK */ Fixed formatting errors
[[en:Acetylide]],524037729,2012-11-20T16:09:32Z,/* Preparation */ Added link
[[en:Masaccio]],523882395,2012-11-19T18:25:17Z,/* Maturity */
[[en:Ishimori equation]],522028200,2012-11-08T17:07:25Z,/* Equation */
[[en:Inverse scattering transform]],522027199,2012-11-08T17:01:18Z,/* Method of solution */ Changed derivative notation
[[en:Phosphonite]],522023548,2012-11-08T16:39:10Z,
[[en:When We Were Kings]],394578615,2010-11-03T13:24:32Z,/* Awards and recognition */
[[en:Artemis Fowl]],393611186,2010-10-29T14:10:31Z,/* Fairies */
[[en:User talk:204.13.204.162]],363416446,2010-05-21T17:18:23Z,"[[WP:AES|←]]Replaced content with 'Hey, Wikipedia editor. This is my talk page and I can do with it whatever I want. You have no right to revert my edits. Mind your own business.'"
[[en:User talk:204.13.204.162]],363416134,2010-05-21T17:16:08Z,[[WP:AES|←]]Replaced content with 'I like waffles with no syrup.'
[[en:User talk:204.13.204.162]],363392095,2010-05-21T14:22:58Z,
[[en:User talk:204.13.204.162]],363389870,2010-05-21T14:06:56Z,"[[WP:AES|←]]Replaced content with 'Hey Jimbo, this is Neddy. Meet me at Joe's house in an hour.'"
[[en:Budapest]],319633723,2009-10-13T15:16:16Z,
[[en:B]],319632968,2009-10-13T15:11:45Z,
[[en:Varanasi]],319632503,2009-10-13T15:08:34Z,
[[en:Varanasi]],319632373,2009-10-13T15:07:42Z,
[[en:Video game addiction]],318474155,2009-10-07T15:54:25Z,/* United States */
[[en:Víctor A. Carreño]],318444209,2009-10-07T12:46:56Z,
[[en:Bocas del Toro Province]],318438047,2009-10-07T12:01:33Z,
[[en:Independence Hall]],318046904,2009-10-05T14:13:14Z,
[[en:President of Iran]],318046589,2009-10-05T14:11:17Z,/* Headline text */
[[en:President of Iran]],318046459,2009-10-05T14:10:37Z,/* Headline text */
[[en:President of Iran]],318046406,2009-10-05T14:10:19Z,
[[en:President of Iran]],318046341,2009-10-05T14:09:59Z,"[[WP:AES|←]]Replaced content with ''''''Bold text''
== 
== Headline text ==

== 
== Headline text ==

== 
== Headline text ==

== 
----
Headline text
 ==
 ==
 ==
'''frderick gautzch is the presid...'"
[[en:President of Iran]],318045263,2009-10-05T14:02:55Z,"[[WP:AES|←]]Replaced content with 'frederick gautzch
is the president of iran'"
[[en:President of El Salvador]],318044904,2009-10-05T14:00:45Z,/* Post-Civil War Era (1994-Present) */
[[en:Century II Performing Arts & Convention Center]],317085367,2009-09-30T13:37:09Z,
[[en:List of New Zealand scientists]],316913488,2009-09-29T16:40:16Z,
[[en:List of New Zealand scientists]],316913291,2009-09-29T16:39:10Z,
[[en:Lower Merion High School]],243643942,2008-10-07T12:56:58Z,/* History */
[[en:Patrick Doyle]],243643589,2008-10-07T12:54:42Z,
[[en:Andrew Davies (darts player)]],243643464,2008-10-07T12:53:56Z,
[[en:Patrick Doyle]],243643031,2008-10-07T12:51:03Z,
[[en:Patrick Doyle]],243642875,2008-10-07T12:50:00Z,
[[en:Illegal immigration]],243453176,2008-10-06T15:54:26Z,/* Europe */
[[en:Illegal immigration]],243425800,2008-10-06T13:39:08Z,/* Other */
[[en:Illegal immigration]],243424932,2008-10-06T13:34:24Z,/* Other */
[[en:Green Mountain Boys]],242734497,2008-10-03T12:46:41Z,/* Historical unit */
[[en:Valley Forge]],242485003,2008-10-02T12:52:18Z,[[WP:AES|←]]Blanked the page
[[en:Allen Iverson]],240940608,2008-09-25T17:20:10Z,"He actually played cornerback, not quarterback."
[[en:Patrick Doyle]],240930645,2008-09-25T16:33:14Z,/* Selected filmography */
[[en:Brandenburg]],240702249,2008-09-24T16:22:24Z,/* National Parks */
[[en:Nationality law of the People's Republic of China]],239588660,2008-09-19T15:47:58Z,
[[en:Nationality law of the People's Republic of China]],239588145,2008-09-19T15:45:55Z,
[[en:Democratic Republic of the Congo]],239564215,2008-09-19T13:55:42Z,/* Political crisis (1960 &ndash; 1965) */
[[en:Democratic Republic of the Congo]],239563585,2008-09-19T13:53:08Z,/* Political crisis (1960 &ndash; 1965) */
[[en:Salt March]],157873306,2007-09-14T16:26:42Z,"[[WP:AES|←]]Replaced page with '

[[Category:1930 in India]]
[[Category:Indian independence movement]]
[[Category:History of Gujarat]]
[[Category:Marches]]
[[Category:Nonviolence]]
[[Category:Non...'"
[[en:Philadelphia City Hall]],156259588,2007-09-07T12:34:25Z,
"[[en:Wallingford, Pennsylvania]]",156258779,2007-09-07T12:28:55Z,
[[en:Of Mice and Men]],110085844,2007-02-22T16:00:51Z,/* Characters */
[[en:Of Mice and Men]],110085685,2007-02-22T15:59:59Z,/* Characters */
[[en:Of Mice and Men]],110085001,2007-02-22T15:56:33Z,/* Characters */
[[en:Of Mice and Men]],110084867,2007-02-22T15:55:55Z,/* Characters */
[[en:Of Mice and Men]],110084433,2007-02-22T15:53:37Z,/* Events */
[[en:Of Mice and Men]],110084313,2007-02-22T15:53:03Z,/* Characters */
[[en:Of Mice and Men]],110083753,2007-02-22T15:50:24Z,/* Real-life basis */
[[en:Global warming controversy]],110074681,2007-02-22T14:58:22Z,/* Solar Activity */
[[en:Matthew Henson]],110064209,2007-02-22T13:54:41Z,/* Life */
[[en:Matthew Henson]],110064121,2007-02-22T13:54:06Z,/* Life */
[[en:Of Mice and Men]],109850868,2007-02-21T17:21:28Z,/* References from other works */
[[en:Hank Aaron]],107613029,2007-02-12T18:30:21Z,/* Post-playing career */
[[en:Hank Aaron]],107612297,2007-02-12T18:27:01Z,/* Post-playing career */
[[en:Hank Aaron]],107611790,2007-02-12T18:24:42Z,/* See also */
[[en:Hank Aaron]],107611541,2007-02-12T18:23:26Z,fucking baseball is a beast so is my homie hank aaron
[[en:Jesse Owens]],107611131,2007-02-12T18:21:34Z,
[[en:Jesse Owens]],107610831,2007-02-12T18:20:18Z,
[[en:Pro-Test]],99561444,2007-01-09T14:30:47Z,/* June 2006 rally */
[[en:Pro-Test]],99560730,2007-01-09T14:26:10Z,/* Background */
[[en:Pro-Test]],99560423,2007-01-09T14:24:11Z,/* June 2006 rally */
[[en:Animal testing]],99559378,2007-01-09T14:17:30Z,/* History */
[[en:Hed PE]],99346584,2007-01-08T16:40:20Z,
[[en:311 (band)]],99346407,2007-01-08T16:39:25Z,
[[en:311 (band)]],99346361,2007-01-08T16:39:10Z,
[[en:Santería]],99343367,2007-01-08T16:23:23Z,
[[en:Robbin' the Hood]],99342509,2007-01-08T16:18:49Z,
[[en:Robbin' the Hood]],99342392,2007-01-08T16:18:08Z,
[[en:Sublime (band)]],99342160,2007-01-08T16:16:52Z,
[[en:Sublime (band)]],99342072,2007-01-08T16:16:26Z,
[[en:Sublime (band)]],99342022,2007-01-08T16:16:05Z,
[[en:Sublime (band)]],99341898,2007-01-08T16:15:17Z,
[[en:Animal testing]],99325376,2007-01-08T14:36:37Z,/* Species */
[[en:Animal testing]],99325090,2007-01-08T14:34:50Z,/* Numbers */
[[en:Animal testing]],99324844,2007-01-08T14:33:19Z,/* Numbers */
[[en:Animal testing]],99324642,2007-01-08T14:31:59Z,/* Numbers */
[[en:Animal testing]],99324009,2007-01-08T14:27:57Z,/* Europe */
[[en:Animal testing]],99323158,2007-01-08T14:22:27Z,/* United States */
[[en:Animal testing]],99322923,2007-01-08T14:20:46Z,/* History */
[[en:Animal testing]],99322777,2007-01-08T14:19:44Z,/* Europe */
[[en:Pro-Test]],99322579,2007-01-08T14:18:17Z,/* Background */
[[en:Animal testing]],99322548,2007-01-08T14:18:01Z,/* Animals used */
[[en:Animal testing]],99322441,2007-01-08T14:17:19Z,/* Japan */
[[en:Animal testing]],99322297,2007-01-08T14:16:15Z,/* History */
[[en:Animal testing]],99322213,2007-01-08T14:15:40Z,/* Other References */
"[[en:Sister, Sister (TV series)]]",99317390,2007-01-08T13:41:38Z,/* Season Six (1998-2008) */
[[en:Pennsylvania]],98697079,2007-01-05T19:10:01Z,
[[en:Deftones]],98661728,2007-01-05T16:04:09Z,
[[en:Phil Terranova]],98658159,2007-01-05T15:43:19Z,
[[en:Peter Manfredo Jr.]],98657920,2007-01-05T15:42:05Z,
[[en:Mass racial violence in the United States]],98436410,2007-01-04T16:29:16Z,
[[en:Annie Montague Alexander]],98420184,2007-01-04T15:00:20Z,
[[en:Booker T. Washington]],98412476,2007-01-04T14:12:09Z,
[[en:Booker T. Washington]],98412426,2007-01-04T14:11:50Z,
[[en:The History Channel: Civil War – A Nation Divided]],97981019,2007-01-02T18:15:18Z,/* Overview */
"[[en:Marconi Plaza, Philadelphia]]",97966832,2007-01-02T16:55:22Z,
"[[en:Marconi Plaza, Philadelphia]]",97966730,2007-01-02T16:54:50Z,
"[[en:Bella Vista, Philadelphia]]",97966467,2007-01-02T16:53:24Z,
"[[en:Bella Vista, Philadelphia]]",97966363,2007-01-02T16:52:49Z,
"[[en:Bella Vista, Philadelphia]]",97966244,2007-01-02T16:52:06Z,
[[en:South Bronx]],97965241,2007-01-02T16:45:58Z,
[[en:Little Italy]],97965028,2007-01-02T16:44:35Z,
[[en:User:RI~enwiki/Alfredo Zardini]],97956284,2007-01-02T15:51:51Z,
[[en:Anti-Italianism]],97956179,2007-01-02T15:51:07Z,
[[en:Anti-Italianism]],97955949,2007-01-02T15:49:46Z,
[[en:Skoptsy]],97954923,2007-01-02T15:43:02Z,
[[en:Skoptsy]],97954832,2007-01-02T15:42:29Z,
[[en:Skoptsy]],97954660,2007-01-02T15:41:16Z,
[[en:Skoptsy]],97954553,2007-01-02T15:40:36Z,
[[en:Eli Whitney]],90931702,2006-11-29T16:57:06Z,
[[en:Italian Americans]],90923392,2006-11-29T16:17:41Z,
[[en:Italian Americans]],90917265,2006-11-29T15:49:21Z,
[[en:List of anthropomorphic animal superheroes]],90680277,2006-11-28T16:12:42Z,
[[en:List of anthropomorphic animal superheroes]],90680106,2006-11-28T16:11:48Z,
[[en:List of anthropomorphic animal superheroes]],90679011,2006-11-28T16:06:09Z,
[[en:Conscious hip hop]],90460797,2006-11-27T16:58:38Z,
[[en:Pootie Tang]],90446949,2006-11-27T15:38:23Z,
[[en:Italian Americans]],90446700,2006-11-27T15:37:03Z,rv vandalism
[[en:Livin' in the City]],89465831,2006-11-22T16:11:17Z,
[[en:Mimosa (album)]],89465593,2006-11-22T16:09:50Z,
[[en:Mimosa (album)]],89465418,2006-11-22T16:08:47Z,
[[en:100% Colombian]],89465280,2006-11-22T16:07:59Z,
[[en:100% Colombian]],89465175,2006-11-22T16:07:22Z,
[[en:100% Colombian]],89464735,2006-11-22T16:04:55Z,
[[en:Mimosa (album)]],89464603,2006-11-22T16:04:09Z,
[[en:Italian Americans]],89254596,2006-11-21T16:38:57Z,
[[en:Italian Americans]],89254524,2006-11-21T16:38:32Z,Third highest dropout rate in the Northeastern United States.
[[en:Talk:Principle of double effect]],89055146,2006-11-20T18:36:34Z,repetition
[[en:Strath Haven High School]],89039034,2006-11-20T17:09:21Z,School As A Whole
[[en:Pootie Tang]],89035872,2006-11-20T16:51:08Z,
[[en:Italian Americans]],89030144,2006-11-20T16:18:19Z,
[[en:Italian Americans]],89030042,2006-11-20T16:17:40Z,
[[en:Pete Domenici]],89029071,2006-11-20T16:11:48Z,
[[en:Mike Enzi]],89028917,2006-11-20T16:10:55Z,
[[en:Italian Americans]],89028509,2006-11-20T16:08:38Z,
[[en:2006–07 Bundesliga]],89025780,2006-11-20T15:53:14Z,/* Tablewise results */
[[en:2006–07 Bundesliga]],89025699,2006-11-20T15:52:46Z,/* Tablewise results */
[[en:List of casual dining restaurant chains]],89025687,2006-11-20T15:52:43Z,
[[en:List of casual dining restaurant chains]],89025607,2006-11-20T15:52:17Z,
[[en:List of casual dining restaurant chains]],89024380,2006-11-20T15:45:01Z,
[[en:List of casual dining restaurant chains]],89023047,2006-11-20T15:37:08Z,
[[en:List of casual dining restaurant chains]],89022964,2006-11-20T15:36:38Z,
[[en:Jill of the Jungle]],89019345,2006-11-20T15:15:10Z,/* Miscellaneous */
[[en:Downset.]],88438462,2006-11-17T15:51:27Z,
[[en:Hardcore hip hop]],88437623,2006-11-17T15:46:19Z,
[[en:Talk:Ryo-Ohki]],88255425,2006-11-16T19:03:59Z,Ryo-Ohki speaks
[[en:Down with the King (album)]],88223641,2006-11-16T16:09:48Z,
[[en:The X-Ecutioners]],88223283,2006-11-16T16:07:38Z,
[[en:Nerdcore]],88222965,2006-11-16T16:05:40Z,
[[en:The X-Ecutioners]],88222545,2006-11-16T16:03:17Z,
[[en:The X-Ecutioners]],88222088,2006-11-16T16:00:50Z,
[[en:The X-Ecutioners]],88221914,2006-11-16T15:59:56Z,
[[en:The X-Ecutioners]],88221591,2006-11-16T15:58:01Z,
[[en:The X-Ecutioners]],88221462,2006-11-16T15:57:17Z,
[[en:The X-Ecutioners]],88221381,2006-11-16T15:56:43Z,
[[en:The X-Ecutioners]],88221276,2006-11-16T15:56:06Z,
[[en:The X-Ecutioners]],88221193,2006-11-16T15:55:32Z,
[[en:The X-Ecutioners]],88220427,2006-11-16T15:50:18Z,
[[en:The X-Ecutioners]],88220390,2006-11-16T15:50:03Z,
[[en:It's Goin' Down (X-Ecutioners song)]],88219196,2006-11-16T15:42:54Z,
[[en:It's Goin' Down (X-Ecutioners song)]],88219114,2006-11-16T15:42:26Z,
[[en:Wayne Static]],88218832,2006-11-16T15:40:37Z,
[[en:Wayne Static]],88218550,2006-11-16T15:38:41Z,
[[en:Fun Lovin' Criminals]],87999193,2006-11-15T15:44:19Z,
[[en:Noise rock]],87977194,2006-11-15T13:22:53Z,
[[en:Noise rock]],87976708,2006-11-15T13:18:25Z,/* Bands */
[[en:Michael Vick]],87755970,2006-11-14T13:48:27Z,
[[en:List of record labels]],87583641,2006-11-13T18:48:09Z,/* 0–9 */
[[en:Anyone for Doomsday?]],87556014,2006-11-13T16:09:23Z,
[[en:Tonight the Stars Revolt!]],87555911,2006-11-13T16:08:53Z,
[[en:Hellbilly Deluxe]],87555053,2006-11-13T16:03:57Z,
[[en:The World Is a Ghetto]],87551816,2006-11-13T15:45:06Z,
[[en:Alternative hip hop]],86517645,2006-11-08T16:50:17Z,
[[en:Atmosphere (music group)]],86517346,2006-11-08T16:48:25Z,
[[en:Talk:Whiteness studies]],86513684,2006-11-08T16:27:54Z,
[[en:Talk:Whiteness studies]],86513520,2006-11-08T16:26:57Z,
[[en:Talk:Whiteness studies]],86510974,2006-11-08T16:10:56Z,
[[en:Whiteness studies]],86510621,2006-11-08T16:08:57Z,
[[en:Whiteness studies]],86510074,2006-11-08T16:06:07Z,
[[en:Whiteness studies]],86509936,2006-11-08T16:05:18Z,
[[en:Dago]],86507735,2006-11-08T15:53:14Z,
[[en:Minor Threat]],86491434,2006-11-08T14:11:50Z,"/* ""Minor Threat"" and ""In my Eyes"" */"
[[en:Zombie comedy]],86071020,2006-11-06T16:33:19Z,
[[en:Greaser (subculture)]],85275231,2006-11-02T16:21:23Z,If you leave it like that it is not as controverial. Leave race out of it.
[[en:Greaser (subculture)]],85273157,2006-11-02T16:10:12Z,Unsourced claim
[[en:Deftones]],85270862,2006-11-02T15:57:38Z,What the--? RV
[[en:Berlin Wall]],85255260,2006-11-02T14:24:12Z,"/* Construction begins, 1961 */"
[[en:Berlin Wall]],85254741,2006-11-02T14:20:51Z,
[[en:Berlin Wall]],85254386,2006-11-02T14:18:06Z,/* Background */
[[en:Berlin Wall]],85254171,2006-11-02T14:16:15Z,
[[en:Capital punishment]],85088279,2006-11-01T19:07:04Z,
[[en:Capital punishment]],85088044,2006-11-01T19:05:49Z,/* Public opinion */
[[en:Death penalty (NCAA)]],85087774,2006-11-01T19:04:28Z,
[[en:Death penalty (NCAA)]],85087668,2006-11-01T19:03:55Z,
[[en:Italians]],85066103,2006-11-01T17:08:28Z,
[[en:Adrenaline (album)]],85065158,2006-11-01T17:03:19Z,
[[en:White Pony]],85065036,2006-11-01T17:02:38Z,
[[en:Saturday Night Wrist]],85064905,2006-11-01T17:01:56Z,
[[en:Saturday Night Wrist]],85064780,2006-11-01T17:01:15Z,
[[en:The Roots]],85064376,2006-11-01T16:59:10Z,
[[en:Berlin Wall]],85063021,2006-11-01T16:52:15Z,
[[en:Berlin Wall]],85062608,2006-11-01T16:50:04Z,
[[en:Berlin Wall]],85062241,2006-11-01T16:48:08Z,/* Divergence of German states */
[[en:Berlin Wall]],85062163,2006-11-01T16:47:48Z,
[[en:Berlin Wall]],85061711,2006-11-01T16:45:29Z,
[[en:Berlin Wall]],85061545,2006-11-01T16:44:41Z,
[[en:Red Hot Chili Peppers]],85061421,2006-11-01T16:43:58Z,
[[en:Red Hot Chili Peppers]],85061316,2006-11-01T16:43:28Z,
[[en:Red Hot Chili Peppers]],85061082,2006-11-01T16:42:20Z,
[[en:Faith No More]],85060711,2006-11-01T16:40:16Z,Bit of a stretch
[[en:John Lennon]],85060672,2006-11-01T16:40:04Z,
[[en:Berlin Wall]],85059984,2006-11-01T16:36:18Z,
[[en:Heavy metal genres]],85059377,2006-11-01T16:33:00Z,
[[en:One Step Closer (Linkin Park song)]],85059000,2006-11-01T16:30:54Z,
[[en:Pulse Ultra]],85058790,2006-11-01T16:29:48Z,
[[en:Limp Bizkit]],85057907,2006-11-01T16:25:13Z,
[[en:Nu metal]],85024192,2006-11-01T12:34:30Z,
[[en:User talk:70.248.105.40]],85023964,2006-11-01T12:32:05Z,
[[en:Deftones]],85023683,2006-11-01T12:28:58Z,
[[en:Greaser (derogatory)]],85023245,2006-11-01T12:23:57Z,
[[en:Anti-Italianism]],84885180,2006-10-31T19:05:08Z,
[[en:Anti-Italianism]],84885107,2006-10-31T19:04:47Z,
[[en:We Care a Lot (song)]],84876834,2006-10-31T18:19:11Z,
[[en:We Care a Lot (song)]],84876667,2006-10-31T18:18:16Z,
[[en:We Care a Lot (song)]],84876614,2006-10-31T18:17:58Z,
[[en:The Real Thing (Faith No More album)]],84876288,2006-10-31T18:15:52Z,
[[en:The Real Thing (Faith No More album)]],84876190,2006-10-31T18:15:19Z,
[[en:The Real Thing (Faith No More album)]],84876086,2006-10-31T18:14:44Z,
[[en:Angel Dust (Faith No More album)]],84875861,2006-10-31T18:13:32Z,
[[en:The Real Thing (Faith No More album)]],84875698,2006-10-31T18:12:38Z,
[[en:Red Hot Chili Peppers]],84875190,2006-10-31T18:09:52Z,
[[en:Red Hot Chili Peppers]],84875054,2006-10-31T18:08:59Z,Sicily isn't a city!
[[en:User talk:68.91.33.46]],84873537,2006-10-31T18:00:31Z,
[[en:Deftones]],84872435,2006-10-31T17:54:18Z,rv vanalism
[[en:Crash (2004 film)]],84864539,2006-10-31T17:10:11Z,/* Reviews */
[[en:Crash (2004 film)]],84863995,2006-10-31T17:07:16Z,/* Reaction */
[[en:Crash (2004 film)]],84863668,2006-10-31T17:05:39Z,/* Reaction */
[[en:Crash (2004 film)]],84863252,2006-10-31T17:03:22Z,/* Cast of characters */
[[en:Crash (2004 film)]],84863152,2006-10-31T17:02:52Z,/* Reaction */
[[en:Crash (2004 film)]],84862739,2006-10-31T17:00:42Z,/* Cast of characters */
[[en:Greaser (subculture)]],84645168,2006-10-30T16:41:41Z,
[[en:Wikipedia:Categories for deletion/Log/2006 October 26]],84638577,2006-10-30T16:06:35Z,
[[en:Tommy Lee]],84637090,2006-10-30T15:58:11Z,
[[en:Alternative metal]],84635038,2006-10-30T15:46:18Z,
[[en:User talk:68.91.33.46]],84634626,2006-10-30T15:44:09Z,
[[en:Deftones]],84633736,2006-10-30T15:38:55Z,
[[en:White Pony]],84633371,2006-10-30T15:36:53Z,
[[en:Deftones]],84632899,2006-10-30T15:34:18Z,(rv vandalism by sock puppets)
[[en:Wikipedia:Contributing to Wikipedia]],84626828,2006-10-30T14:59:31Z,/* Tip */
[[en:Thrashcore]],84031873,2006-10-27T11:53:51Z,/* Thrashcore bands */
[[en:Talk:Rolling Stone]],83859808,2006-10-26T15:45:19Z,
[[en:Talk:Aryan Brotherhood]],83856980,2006-10-26T15:29:14Z,
[[en:Greek language]],83838714,2006-10-26T13:32:20Z,/* History */
[[en:Methane]],83658746,2006-10-25T16:14:15Z,/* Potential health effects */
[[en:Methane]],83658442,2006-10-25T16:12:39Z,/* Potential health effects */
[[en:Monte Albán]],83654991,2006-10-25T15:52:12Z,/* History */
[[en:Monte Albán]],83654897,2006-10-25T15:51:36Z,/* History */
[[en:Monte Albán]],83654674,2006-10-25T15:48:44Z,/* History */
[[en:Nu metal]],83642673,2006-10-25T14:37:24Z,Not really nu metal
[[en:Italians]],83642421,2006-10-25T14:35:58Z,
[[en:Dirty rap]],83642280,2006-10-25T14:35:04Z,
[[en:Parenthetical citation]],83424156,2006-10-24T14:06:43Z,
[[en:Parenthetical citation]],83422946,2006-10-24T13:59:53Z,
[[en:Fight Club (novel)]],83252213,2006-10-23T18:30:59Z,
[[en:Fight Club (novel)]],83252091,2006-10-23T18:30:18Z,
[[en:Italians]],83251631,2006-10-23T18:28:02Z,"Actually, three people have said it so far. How can a group named after a Germanic tribe be mainly Mediterranean? And if they are, it's unnecessary anyway."
[[en:Nu metal]],83251141,2006-10-23T18:25:33Z,
[[en:Nu metal]],83216833,2006-10-23T15:10:05Z,Rv edit war
[[en:Italians]],83216723,2006-10-23T15:09:20Z,French not exclusively Mediterranean
[[en:Jersey Shore sound]],83216345,2006-10-23T15:07:11Z,
[[en:Jersey Shore sound]],83215892,2006-10-23T15:04:25Z,
[[en:Jersey Shore sound]],83215838,2006-10-23T15:04:06Z,
[[en:Brown-eyed soul]],83215637,2006-10-23T15:02:47Z,
[[en:Brown-eyed soul]],83215433,2006-10-23T15:01:29Z,
[[en:Brown-eyed soul]],83215186,2006-10-23T15:00:04Z,
[[en:Brown-eyed soul]],83215150,2006-10-23T14:59:45Z,
[[en:Brown-eyed soul]],83215099,2006-10-23T14:59:24Z,
[[en:Brown-eyed soul]],83214751,2006-10-23T14:57:10Z,
[[en:Jersey Shore sound]],83213973,2006-10-23T14:52:17Z,
[[en:Mr. Bungle]],82637794,2006-10-20T15:26:07Z,
[[en:Nu metal]],82637024,2006-10-20T15:21:38Z,
[[en:David Hennessy]],82635757,2006-10-20T15:14:14Z,
[[en:David Hennessy]],82635703,2006-10-20T15:13:55Z,
[[en:Anti-Italianism]],82635633,2006-10-20T15:13:27Z,
[[en:Lynching in the United States]],82635326,2006-10-20T15:11:20Z,
[[en:Lynching in the United States]],82634747,2006-10-20T15:07:59Z,
[[en:Lynching in the United States]],82634473,2006-10-20T15:06:27Z,
[[en:Dirty rap]],82439876,2006-10-19T15:52:04Z,
[[en:Dirty rap]],82439782,2006-10-19T15:51:29Z,
[[en:Dirty rap]],82439700,2006-10-19T15:50:57Z,
[[en:Miami bass]],82438450,2006-10-19T15:43:17Z,
[[en:Dirty rap]],82438307,2006-10-19T15:42:31Z,
[[en:Dirty rap]],82438175,2006-10-19T15:41:48Z,
[[en:Conscious hip hop]],82245254,2006-10-18T17:31:48Z,
[[en:Fugazi]],82217335,2006-10-18T14:48:02Z,Deleted unsourced: Fugazi is an Italian word
[[en:Mook]],82215239,2006-10-18T14:36:23Z,
[[en:Street poster art]],82196300,2006-10-18T12:29:22Z,/* Notable street poster artists around the world */
[[en:Talk:Hezbollah]],82030783,2006-10-17T17:35:41Z,/* Citation */
"[[en:Howard Beach, Queens]]",82006693,2006-10-17T15:13:28Z,
[[en:Italians]],82005938,2006-10-17T15:07:36Z,
[[en:White supremacy]],82005593,2006-10-17T15:05:18Z,
[[en:White supremacy]],82005415,2006-10-17T15:04:13Z,
[[en:Will Smith]],82003098,2006-10-17T14:49:56Z,
[[en:Will Smith]],82002925,2006-10-17T14:48:46Z,
[[en:Hurricane Andrew]],81802912,2006-10-16T15:51:32Z,/* Impact */
[[en:David Hennessy]],81792345,2006-10-16T14:45:30Z,
[[en:Anti-Italianism]],81791470,2006-10-16T14:37:31Z,
[[en:Italians]],81791239,2006-10-16T14:35:56Z,
[[en:Anti-Italianism]],81198985,2006-10-13T12:40:46Z,
[[en:Vito Marcantonio]],80823258,2006-10-11T15:10:50Z,
[[en:Death of Yusef Hawkins]],80820683,2006-10-11T14:54:09Z,
[[en:Nu metal]],80819666,2006-10-11T14:47:11Z,
[[en:White supremacy]],80819082,2006-10-11T14:43:08Z,
[[en:White supremacy]],80818938,2006-10-11T14:42:16Z,
[[en:White supremacy]],80818385,2006-10-11T14:38:38Z,
"[[en:Bellerose, Queens]]",80628024,2006-10-10T15:31:34Z,
