page,edit_id,nyt_total,timestamp,summary
page,edit_id,timestamp,summary
"[[en:Talk:Sir William Robertson, 1st Baronet]]",822208830,2018-01-25T01:16:09Z,/* Fall From Power */
"[[en:Talk:Sir William Robertson, 1st Baronet]]",822208706,2018-01-25T01:15:00Z,/* Fall From Power */
"[[en:Talk:Sir William Robertson, 1st Baronet]]",822208565,2018-01-25T01:13:48Z,/* Fall From Power */
"[[en:Talk:Sir William Robertson, 1st Baronet]]",822208201,2018-01-25T01:10:35Z,/* Fall From Power */
"[[en:Talk:Sir William Robertson, 1st Baronet]]",822207937,2018-01-25T01:08:37Z,/* Fall From Power */ new section
"[[en:Sir William Robertson, 1st Baronet]]",822199611,2018-01-25T00:01:46Z,"Added 2 lines to the first paragraph, ""Fall from Power"", & corrected the 3rd sentence. Please see pgs. 335-36 of his autobiography, ""From Private to Field-Marshal""."
[[en:Ambrose W. Thompson]],821407552,2018-01-20T08:19:07Z,Started the page
[[en:Template:Project Congress to do/content]],813493702,2017-12-03T20:50:53Z,Links to the specific committees
[[en:Talk:Adolf Hitler]],812739366,2017-11-29T16:02:46Z,/* Extended-confirmed-protected edit request on 18 November 2017 */
[[en:User talk:Oshwah]],812492861,2017-11-28T03:46:41Z,"/* The ""Adolph Hitler"" main page */"
[[en:User talk:Oshwah]],812278559,2017-11-27T01:25:13Z,"/* The ""Adolph Hitler"" main page */ new section"
[[en:Talk:Adolf Hitler]],812275393,2017-11-27T01:01:12Z,/* Extended-confirmed-protected edit request on 18 November 2017 */
[[en:Talk:Adolf Hitler]],812274266,2017-11-27T00:53:24Z,/* Extended-confirmed-protected edit request on 18 November 2017 */
[[en:Wikipedia:Administrators' noticeboard/Incidents]],812009580,2017-11-25T11:21:28Z,
[[en:Talk:Adolf Hitler]],812007861,2017-11-25T10:58:42Z,/* Extended-confirmed-protected edit request on 18 November 2017 */
[[en:Talk:Adolf Hitler]],811669936,2017-11-23T03:59:39Z,/* Extended-confirmed-protected edit request on 18 November 2017 */
[[en:Talk:Adolf Hitler]],811613235,2017-11-22T19:52:55Z,/* Extended-confirmed-protected edit request on 18 November 2017 */
[[en:Talk:Adolf Hitler]],811040911,2017-11-19T04:38:20Z,/* Extended-confirmed-protected edit request on 18 November 2017 */
[[en:Talk:Adolf Hitler]],811040747,2017-11-19T04:36:53Z,/* Extended-confirmed-protected edit request on 18 November 2017 */
[[en:Talk:Adolf Hitler]],811040687,2017-11-19T04:36:13Z,/* Position on the Jews */ new section
[[en:Talk:Adolf Hitler]],811039522,2017-11-19T04:24:59Z,/* Extended-confirmed-protected edit request on 18 November 2017 */
[[en:Talk:Adolf Hitler]],811039489,2017-11-19T04:24:38Z,/* Extended-confirmed-protected edit request on 18 November 2017 */
[[en:Talk:Adolf Hitler]],811038448,2017-11-19T04:12:33Z,/* Extended-confirmed-protected edit request on 19 November 2017 */ new section
[[en:Talk:Adolf Hitler]],810895565,2017-11-18T04:13:43Z,/* Extended-confirmed-protected edit request on 18 November 2017 */ new section
[[en:Talk:Adolf Hitler]],810894287,2017-11-18T03:59:46Z,/* Extended-confirmed-protected edit request on 18 November 2017 */ new section
"[[en:Alfred Milner, 1st Viscount Milner]]",810705342,2017-11-16T22:56:23Z,
"[[en:Alfred Milner, 1st Viscount Milner]]",810704551,2017-11-16T22:50:53Z,
"[[en:Alfred Milner, 1st Viscount Milner]]",810703801,2017-11-16T22:44:18Z,
"[[en:Alfred Milner, 1st Viscount Milner]]",810703215,2017-11-16T22:39:03Z,"Added ""Architect of Apartheid"""
"[[en:Alfred Milner, 1st Viscount Milner]]",810598074,2017-11-16T07:24:15Z,
"[[en:Alfred Milner, 1st Viscount Milner]]",810597076,2017-11-16T07:11:41Z,
"[[en:Alfred Milner, 1st Viscount Milner]]",810596968,2017-11-16T07:10:26Z,
"[[en:Alfred Milner, 1st Viscount Milner]]",810596850,2017-11-16T07:08:52Z,
"[[en:Alfred Milner, 1st Viscount Milner]]",810596533,2017-11-16T07:04:50Z,
"[[en:Alfred Milner, 1st Viscount Milner]]",810595164,2017-11-16T06:47:11Z,
"[[en:Alfred Milner, 1st Viscount Milner]]",810594893,2017-11-16T06:44:03Z,
"[[en:Alfred Milner, 1st Viscount Milner]]",810593911,2017-11-16T06:35:16Z,
"[[en:Alfred Milner, 1st Viscount Milner]]",810590008,2017-11-16T06:02:47Z,
[[en:Talk:American POWs in the 2003 invasion of Iraq]],804309344,2017-10-08T03:45:15Z,/* The 507th */ I added 5 points.
[[en:Prejudice]],801817576,2017-09-22T01:35:59Z,spelling correction
[[en:Al Green Gets Next to You]],789080816,2017-07-05T06:44:10Z,Addded US release date
[[en:I Live for the Sun]],787830118,2017-06-27T20:16:56Z,added release month
[[en:List of new wave artists]],785268610,2017-06-12T15:18:27Z,slight correction
[[en:List of new wave artists]],785265885,2017-06-12T14:56:30Z,filling in the blanks
