page,edit_id,timestamp,summary
[[en:Draft talk:Judaism in Oregon]],833008174,2018-03-29T04:52:49Z,Another Believer moved page [[Draft talk:Judaism in Oregon]] to [[Talk:Judaism in Oregon]]
[[en:Talk:Judaism in Oregon]],833008172,2018-03-29T04:52:49Z,Another Believer moved page [[Draft talk:Judaism in Oregon]] to [[Talk:Judaism in Oregon]]
[[en:Draft:Judaism in Oregon]],833008171,2018-03-29T04:52:48Z,Another Believer moved page [[Draft:Judaism in Oregon]] to [[Judaism in Oregon]]
[[en:Judaism in Oregon]],833008170,2018-03-29T04:52:48Z,Another Believer moved page [[Draft:Judaism in Oregon]] to [[Judaism in Oregon]]
[[en:Wikipedia talk:WikiProject Oregon]],833007928,2018-03-29T04:49:57Z,/* Nordstrom in PDX */ new section
"[[en:Draft:Bill Papas' mural of Portland, Oregon]]",833007712,2018-03-29T04:47:36Z,-
[[en:Talk:Artificial Selection (album)]],833007311,2018-03-29T04:43:22Z,+
[[en:Talk:Zero to Infinity (Raftaar album)]],833007265,2018-03-29T04:42:38Z,+
[[en:Talk:Zero to Infinity (Raftaar album)]],833007245,2018-03-29T04:42:23Z,+
[[en:Talk:Islands (Ash album)]],833007164,2018-03-29T04:41:22Z,{
[[en:Talk:Islands (Ash album)]],833007151,2018-03-29T04:41:14Z,+
[[en:Talk:The Weather Company]],833006690,2018-03-29T04:35:57Z,Assessment: Companies (Start/Low); United States (Start/Low); Meteorology (Start/Low) ([[User:Evad37/rater.js|Rater]])
[[en:The Weather Company]],833006627,2018-03-29T04:35:22Z,-
[[en:Talk:The Weather Company]],833006608,2018-03-29T04:35:09Z,+
[[en:Talk:The Weather Company]],833006590,2018-03-29T04:34:58Z,+
[[en:Talk:The Weather Company]],833006580,2018-03-29T04:34:52Z,US
[[en:Talk:The Weather Company]],833006572,2018-03-29T04:34:45Z,+
[[en:The Weather Company]],833006510,2018-03-29T04:34:05Z,bar
[[en:User:Another Believer/WikiCV]],833005884,2018-03-29T04:27:26Z,-
[[en:User:Another Believer/WikiCV]],833005728,2018-03-29T04:25:43Z,move
[[en:User:Another Believer/WikiCV]],833005635,2018-03-29T04:24:28Z,-
[[en:Wikipedia talk:WikiProject National Register of Historic Places]],833005471,2018-03-29T04:22:42Z,thank
[[en:Pioneer Square South and Pioneer Square North]],833005369,2018-03-29T04:21:28Z,tag
[[en:Pioneer Square South and Pioneer Square North]],833005339,2018-03-29T04:21:07Z,-
[[en:Pioneer Square South and Pioneer Square North]],833005324,2018-03-29T04:20:55Z,order
[[en:Pioneer Square South and Pioneer Square North]],833005293,2018-03-29T04:20:37Z,format
[[en:Draft:Roseanne (season 10)]],833003805,2018-03-29T04:06:16Z,tag
"[[en:Talk:Don't Ask, Don't Tell (Roseanne)]]",833003772,2018-03-29T04:05:52Z,US
"[[en:Talk:Don't Ask, Don't Tell (Roseanne)]]",833003759,2018-03-29T04:05:41Z,+
"[[en:Talk:Don't Ask, Don't Tell (Roseanne)]]",833003746,2018-03-29T04:05:30Z,order
"[[en:Don't Ask, Don't Tell (Roseanne)]]",833003732,2018-03-29T04:05:20Z,order
[[en:Revival (television)]],833003661,2018-03-29T04:04:17Z,link: Roseanne (season 10)
[[en:Sarah Chalke]],833003635,2018-03-29T04:03:54Z,link: Roseanne (season 10)
[[en:John Goodman]],833003618,2018-03-29T04:03:41Z,link: Roseanne (season 10)
[[en:Johnny Galecki]],833003600,2018-03-29T04:03:25Z,link: Roseanne (season 10)
[[en:Laurie Metcalf]],833003576,2018-03-29T04:03:12Z,link: Roseanne (season 10)
[[en:Dan Conner]],833003544,2018-03-29T04:02:53Z,link: Roseanne (season 10)
[[en:Emma Kenney]],833003527,2018-03-29T04:02:38Z,link: Roseanne (season 10)
[[en:Sara Gilbert]],833003501,2018-03-29T04:02:22Z,link: Roseanne (season 10)
[[en:Michael Fishman]],833003469,2018-03-29T04:01:58Z,link: Roseanne (season 10)
[[en:Lecy Goranson]],833003447,2018-03-29T04:01:40Z,link: Roseanne (season 10)
[[en:Roseanne Barr]],833003420,2018-03-29T04:01:18Z,link: Roseanne (season 10)
[[en:Talk:Roseanne]],833003308,2018-03-29T03:59:55Z,/* Roseanne (season 10) */ new section
[[en:Draft talk:Roseanne (season 10)]],833003247,2018-03-29T03:59:07Z,+
[[en:Draft talk:Roseanne (season 10)]],833003243,2018-03-29T03:59:00Z,+
[[en:Draft:Roseanne (season 10)]],833003168,2018-03-29T03:58:05Z,format
[[en:Draft:Roseanne (season 10)]],833003125,2018-03-29T03:57:31Z,+
[[en:2018 in American television]],833003107,2018-03-29T03:57:16Z,link: Roseanne (season 10)
[[en:Talk:Roseanne/Archive 1]],833002983,2018-03-29T03:56:00Z,archiving
[[en:Talk:Roseanne]],833002967,2018-03-29T03:55:49Z,old and not helpful
[[en:Talk:Roseanne]],833002924,2018-03-29T03:55:30Z,-
[[en:Talk:Roseanne]],833002917,2018-03-29T03:55:23Z,order
[[en:Draft talk:Roseanne (season 10)]],833002880,2018-03-29T03:54:56Z,Assessment: Television (Stub/Low); United States (Stub/Low) ([[User:Evad37/rater.js|Rater]])
[[en:Draft talk:Roseanne (season 10)]],833002835,2018-03-29T03:54:27Z,+
[[en:Draft talk:Roseanne (season 10)]],833002823,2018-03-29T03:54:17Z,TV
[[en:Draft:Roseanne (season 10)]],833002812,2018-03-29T03:54:08Z,-
[[en:Draft:Roseanne (season 10)]],833002798,2018-03-29T03:54:01Z,stub
[[en:Draft:Roseanne (season 10)]],833002773,2018-03-29T03:53:47Z,added [[Category:2018 in American television]] using [[WP:HC|HotCat]]
[[en:Roseanne]],833002635,2018-03-29T03:52:19Z,{{Main|Roseanne (season 10)}}
[[en:Roseanne]],833002617,2018-03-29T03:52:12Z,{{Main|Roseanne (season 10)}}
[[en:Roseanne]],833002604,2018-03-29T03:52:04Z,{{Main|Roseanne (season 10}}}
[[en:Roseanne]],833002479,2018-03-29T03:50:43Z,-
[[en:Roseanne]],833002431,2018-03-29T03:50:13Z,main
[[en:Draft:Roseanne (season 10)]],833002345,2018-03-29T03:49:18Z,link
[[en:Draft:Roseanne (season 10)]],833002315,2018-03-29T03:48:54Z,format
[[en:Draft:Roseanne (season 10)]],833002303,2018-03-29T03:48:43Z,stub
[[en:Netflix and Pill]],833002164,2018-03-29T03:47:05Z,#REDIRECT [[List of Roseanne episodes]]
[[en:Netflix & Pill]],833002151,2018-03-29T03:46:58Z,#REDIRECT [[List of Roseanne episodes]]
[[en:Dress to Impress (Roseanne)]],833002109,2018-03-29T03:46:33Z,rd
[[en:Roseanne Gets the Chair]],833002070,2018-03-29T03:46:12Z,rd
"[[en:Eggs Over, Not Easy]]",833002037,2018-03-29T03:45:51Z,rd
[[en:PharmaRusical]],833001908,2018-03-29T03:44:36Z,rd
[[en:10s Across the Board]],833001868,2018-03-29T03:44:18Z,RuPaul's Drag Race (season 10)
[[en:RuPaul's Drag Race (season 10)]],833001838,2018-03-29T03:44:02Z,caps
[[en:Anus (album)]],833001714,2018-03-29T03:42:46Z,-
[[en:Anus (album)]],833001697,2018-03-29T03:42:36Z,order
[[en:Anus (album)]],833001682,2018-03-29T03:42:28Z,-
[[en:Talk:Jackie Beat]],833001182,2018-03-29T03:37:44Z,Assessment: California (Stub/Low); United States (Stub/Low) ([[User:Evad37/rater.js|Rater]])
[[en:Talk:Jackie Beat]],833001161,2018-03-29T03:37:34Z,+
[[en:Talk:Jackie Beat]],833001140,2018-03-29T03:37:24Z,CA
[[en:Talk:Jackie Beat]],833001097,2018-03-29T03:37:03Z,/* Poundcake (Alaska Thunderfuck album) */ new section
[[en:Talk:Miss Fame]],833001028,2018-03-29T03:36:26Z,/* Poundcake (Alaska Thunderfuck album) */ new section
[[en:Adore Delano discography]],833000913,2018-03-29T03:35:33Z,/* As featured artist */ link
"[[en:Wikipedia:The 50,000 Challenge]]",833000820,2018-03-29T03:34:46Z,"/* 2,501–3,000 */ Poundcake (Alaska Thunderfuck album)"
[[en:Talk:Pioneer Square South and Pioneer Square North]],833000736,2018-03-29T03:34:07Z,order
[[en:Wikipedia:WikiProject Cannabis/420 Collaboration]],832999983,2018-03-29T03:27:13Z,/* Outcomes */ prepping
[[en:Template talk:420Collaboration2018template]],832999454,2018-03-29T03:22:24Z,{{WikiProject Cannabis}}
[[en:Template talk:420Collaboration2018]],832999421,2018-03-29T03:22:02Z,{{WikiProject Cannabis}}
[[en:Wikipedia:WikiProject Cannabis/420 Collaboration]],832999329,2018-03-29T03:21:18Z,remove so doesn't disturb contents below
[[en:Talk:March for Our Lives Portland]],832998794,2018-03-29T03:17:13Z,/* Background? */ perhaps just use the lead from parent article as background section?
[[en:March for Our Lives Portland]],832993911,2018-03-29T02:36:57Z,+
[[en:March for Our Lives Portland]],832993870,2018-03-29T02:36:31Z,MAX Light Rail
[[en:Talk:March for Our Lives Portland]],832993662,2018-03-29T02:34:43Z,/* Background? */ new section
[[en:March for Our Lives Portland]],832993031,2018-03-29T02:29:38Z,-first names
[[en:March for Our Lives Portland]],832992764,2018-03-29T02:27:30Z,-
[[en:March for Our Lives Portland]],832992663,2018-03-29T02:26:49Z,-
[[en:Wikipedia talk:WikiProject Cannabis]],832992201,2018-03-29T02:23:35Z,/* Template talk:Cannabis by country for China and Korea */ new section
[[en:Template talk:Cannabis by country]],832992112,2018-03-29T02:22:53Z,wording /* China and Korea */
[[en:Template talk:Cannabis by country]],832992070,2018-03-29T02:22:36Z,/* China and Korea */ new section
[[en:Wikipedia talk:WikiProject Cannabis]],832988963,2018-03-29T02:00:02Z,/* Went through Wikipedia:WikiProject Cannabis/Popular pages to address Unrated articles */ wow!
[[en:March for Our Lives Portland]],832988731,2018-03-29T01:58:39Z,wording
[[en:March for Our Lives Portland]],832988658,2018-03-29T01:58:10Z,+
[[en:March for Our Lives Portland]],832988494,2018-03-29T01:56:58Z,portals
[[en:Talk:March for Our Lives Portland]],832987582,2018-03-29T01:50:56Z,"/* Kien, Sophie, Alyssa */ ping"
[[en:March for Our Lives Portland]],832987453,2018-03-29T01:49:53Z,Kien Truong
[[en:March for Our Lives Portland]],832987428,2018-03-29T01:49:46Z,adding Kien Truong
[[en:Talk:March for Our Lives Portland]],832987145,2018-03-29T01:47:14Z,done
[[en:March for Our Lives Portland]],832986982,2018-03-29T01:45:50Z,format
[[en:March for Our Lives Portland]],832986635,2018-03-29T01:42:50Z,format
[[en:March for Our Lives Portland]],832986466,2018-03-29T01:41:18Z,|
[[en:March for Our Lives Portland]],832986444,2018-03-29T01:41:06Z,+
[[en:Talk:March for Our Lives Portland]],832986159,2018-03-29T01:38:43Z,"/* Kien, Sophie, Alyssa */ reply"
[[en:March for Our Lives Portland]],832985988,2018-03-29T01:37:29Z,+
[[en:March for Our Lives Portland]],832985529,2018-03-29T01:34:11Z,Sophie Rupp to infobox
[[en:March for Our Lives Portland]],832985506,2018-03-29T01:34:01Z,adding mention of Sophie Rupp per source
[[en:March for Our Lives Portland]],832985369,2018-03-29T01:33:05Z,/* Preparation and planning */ adding fact and source
[[en:March for Our Lives Portland]],832984897,2018-03-29T01:29:17Z,+source
[[en:Talk:March for Our Lives Portland]],832984863,2018-03-29T01:29:04Z,reply
[[en:Talk:March for Our Lives Portland]],832984684,2018-03-29T01:27:32Z,reply
[[en:March for Our Lives Portland]],832984628,2018-03-29T01:26:59Z,add name
[[en:March for Our Lives Portland]],832984600,2018-03-29T01:26:47Z,add name of organizer
[[en:March for Our Lives Portland]],832984220,2018-03-29T01:23:52Z,removing name as organizer; see talk page discussion
[[en:Talk:March for Our Lives Portland]],832984149,2018-03-29T01:23:16Z,resolved
[[en:Talk:March for Our Lives Portland]],832984132,2018-03-29T01:23:09Z,reply
[[en:Talk:March for Our Lives Portland]],832983823,2018-03-29T01:20:46Z,clarify
[[en:Talk:March for Our Lives Portland]],832983707,2018-03-29T01:19:44Z,ping
[[en:March for Our Lives Portland]],832983567,2018-03-29T01:18:38Z,/* Demonstration */ removed mention of SJ
[[en:Talk:March for Our Lives Portland]],832983104,2018-03-29T01:14:39Z,invite
[[en:Talk:March for Our Lives Portland]],832983012,2018-03-29T01:13:40Z,"this is very helpful, but moving down to right section"
[[en:Talk:March for Our Lives Portland]],832982868,2018-03-29T01:12:17Z,{{unresolved}}
[[en:Talk:March for Our Lives Portland]],832982859,2018-03-29T01:12:13Z,{{unresolved}}
[[en:Talk:March for Our Lives Portland]],832982844,2018-03-29T01:12:09Z,{{unresolved}}
[[en:Talk:March for Our Lives Portland]],832982834,2018-03-29T01:12:04Z,/* How much detail should we include for student organizers? */ {{unresolved}}
[[en:Talk:March for Our Lives Portland]],832982770,2018-03-29T01:11:31Z,-
[[en:Talk:March for Our Lives Portland]],832982754,2018-03-29T01:11:22Z,decreasing indents
[[en:Talk:March for Our Lives Portland]],832982737,2018-03-29T01:11:14Z,decreasing indents
[[en:Talk:March for Our Lives Portland]],832982702,2018-03-29T01:10:54Z,/* How much detail should we include for student organizers? */ subsections
[[en:Talk:March for Our Lives Portland]],832982468,2018-03-29T01:09:15Z,URL
[[en:Talk:March for Our Lives Portland]],832982384,2018-03-29T01:08:26Z,/* Revert */ reply
[[en:Talk:March for Our Lives Portland]],832982224,2018-03-29T01:07:13Z,/* How much detail should we include for student organizers? */ ping
[[en:Talk:March for Our Lives Portland]],832982143,2018-03-29T01:06:35Z,/* How much detail should we include for student organizers? */ update
[[en:Talk:March for Our Lives Portland]],832982029,2018-03-29T01:05:43Z,update
[[en:User:Another Believer/Projects/Music]],832981696,2018-03-29T01:02:58Z,Poundcake (Alaska Thunderfuck album)
[[en:Poundcake (album)]],832981595,2018-03-29T01:02:05Z,format
[[en:Poundcake (album)]],832981529,2018-03-29T01:01:37Z,+
[[en:Poundcake (album)]],832981392,2018-03-29T01:00:33Z,+
[[en:Talk:Poundcake (album)]],832981207,2018-03-29T00:59:15Z,Assessment: Albums (Stub/Low); LGBT studies (Stub); United States (Stub/Low) ([[User:Evad37/rater.js|Rater]])
[[en:Talk:Poundcake (album)]],832981156,2018-03-29T00:58:47Z,+
[[en:Talk:Poundcake (album)]],832981113,2018-03-29T00:58:29Z,+
[[en:Talk:Poundcake (album)]],832981097,2018-03-29T00:58:22Z,+
[[en:Poundcake (album)]],832981039,2018-03-29T00:57:59Z,+
[[en:Poundcake (album)]],832980967,2018-03-29T00:57:29Z,Adore Delano discography
[[en:Alaska Thunderfuck]],832980876,2018-03-29T00:56:46Z,link: Poundcake (Alaska Thunderfuck album)
[[en:Anus (album)]],832980798,2018-03-29T00:56:12Z,link: Poundcake (Alaska Thunderfuck album)
[[en:Poundcake (album)]],832980773,2018-03-29T00:56:00Z,+
[[en:Poundcake (album)]],832980714,2018-03-29T00:55:33Z,+
[[en:Poundcake (album)]],832980653,2018-03-29T00:55:00Z,added [[Category:LGBT-related music]] using [[WP:HC|HotCat]]
[[en:Poundcake (album)]],832980542,2018-03-29T00:54:15Z,added [[Category:Albums by American artists]] using [[WP:HC|HotCat]]
[[en:Poundcake (album)]],832980522,2018-03-29T00:54:04Z,+
[[en:Poundcake (album)]],832980490,2018-03-29T00:53:52Z,added [[Category:2016 albums]] using [[WP:HC|HotCat]]
[[en:Poundcake (album)]],832980480,2018-03-29T00:53:47Z,+
[[en:Poundcake (album)]],832980345,2018-03-29T00:52:42Z,stub
[[en:Talk:March for Our Lives Portland]],832979347,2018-03-29T00:45:11Z,explain
[[en:Talk:March for Our Lives Portland]],832979191,2018-03-29T00:44:04Z,/* How much detail should we include for student organizers? */ bold for organizational purposes
[[en:Talk:March for Our Lives Portland]],832979114,2018-03-29T00:43:26Z,/* How much detail should we include for student organizers? */ reply
[[en:Talk:March for Our Lives Portland]],832978994,2018-03-29T00:42:22Z,reply
[[en:Talk:March for Our Lives Portland]],832978734,2018-03-29T00:40:16Z,/* How much detail should we include for student organizers? */ reply
[[en:Talk:March for Our Lives Portland]],832978578,2018-03-29T00:38:56Z,reply
[[en:Talk:March for Our Lives Portland]],832978226,2018-03-29T00:36:13Z,/* Revert */ subsection re: students
[[en:Talk:March for Our Lives Portland]],832977807,2018-03-29T00:33:18Z,/* Revert */ ping
[[en:Talk:March for Our Lives Portland]],832977786,2018-03-29T00:33:08Z,reply /* Revert */
[[en:User talk:Another Believer]],832977391,2018-03-29T00:29:52Z,+
[[en:User talk:Another Believer]],832977253,2018-03-29T00:28:48Z,March for Our Lives Portland
[[en:Wikipedia talk:WikiProject Oregon]],832976863,2018-03-29T00:25:53Z,/* March for Our Lives Portland */ help keep an eye on things?
[[en:Wikipedia talk:WikiProject Oregon]],832976506,2018-03-29T00:23:00Z,/* March for Our Lives Portland */ reply
[[en:March for Our Lives Portland]],832976256,2018-03-29T00:21:04Z,"Undid revision 832975775 by [[Special:Contributions/MarchforOurLivesPDX|MarchforOurLivesPDX]] ([[User talk:MarchforOurLivesPDX|talk]]) please reply to my ping or click on the ""talk"" tab to discuss"
[[en:March for Our Lives Portland]],832976229,2018-03-29T00:20:51Z,"Undid revision 832975735 by [[Special:Contributions/Alyediaz|Alyediaz]] ([[User talk:Alyediaz|talk]]) please reply to my ping or click on the ""talk"" tab to discuss"
[[en:Talk:March for Our Lives Portland]],832976170,2018-03-29T00:20:26Z,ping
[[en:Talk:March for Our Lives Portland]],832976063,2018-03-29T00:19:41Z,/* Revert */ ping
[[en:Talk:Emerald Empire Hempfest]],832975564,2018-03-29T00:16:11Z,+
[[en:Talk:Cheryl Shuman]],832975499,2018-03-29T00:15:35Z,order
[[en:User talk:MarchforOurLivesPDX]],832975279,2018-03-29T00:13:55Z,welcome
[[en:Wikipedia talk:WikiProject Oregon]],832975085,2018-03-29T00:12:24Z,changing link
[[en:Wikipedia talk:WikiProject Oregon]],832975029,2018-03-29T00:12:00Z,update
[[en:March for Our Lives Portland]],832974517,2018-03-29T00:08:17Z,/* Demonstration */ swap
[[en:March for Our Lives Portland]],832973792,2018-03-29T00:04:10Z,Reverted to revision 832961057 by [[Special:Contributions/Another Believer|Another Believer]] ([[User talk:Another Believer|talk]]): Restore. ([[WP:TW|TW]])
[[en:Sun Building]],832970988,2018-03-28T23:42:55Z,*
[[en:Talk:March for Our Lives Portland]],832969822,2018-03-28T23:32:14Z,+
[[en:Best of My Love (album)]],832969095,2018-03-28T23:25:33Z,unsourced
[[en:Black Labyrinth]],832969049,2018-03-28T23:25:11Z,unsourced
[[en:Talk:Black Labyrinth]],832969030,2018-03-28T23:25:03Z,+
[[en:PI04]],832968975,2018-03-28T23:24:27Z,removed [[Category:Upcoming albums]] using [[WP:HC|HotCat]] -
"[[en:Wikipedia:The 50,000 Challenge]]",832968592,2018-03-28T23:21:12Z,Part of the Light
[[en:Talk:Part of the Light]],832968555,2018-03-28T23:20:51Z,+
[[en:Part of the Light]],832968515,2018-03-28T23:20:28Z,+
[[en:Part of the Light]],832968433,2018-03-28T23:19:39Z,+
[[en:User:Another Believer/Projects/Music]],832968338,2018-03-28T23:18:56Z,Part of the Light
[[en:Part of the Light Tour]],832968256,2018-03-28T23:18:17Z,rd
[[en:Such a Simple Thing]],832968220,2018-03-28T23:17:58Z,rd
[[en:Ray LaMontagne]],832968167,2018-03-28T23:17:34Z,italics
[[en:Talk:Part of the Light]],832968125,2018-03-28T23:17:14Z,+
[[en:Part of the Light]],832968086,2018-03-28T23:16:56Z,added [[Category:Upcoming albums]] using [[WP:HC|HotCat]]
[[en:Part of the Light]],832968082,2018-03-28T23:16:52Z,added [[Category:RCA Records albums]] using [[WP:HC|HotCat]]
[[en:Part of the Light]],832968063,2018-03-28T23:16:45Z,added [[Category:Ray LaMontagne albums]] using [[WP:HC|HotCat]]
[[en:Part of the Light]],832968057,2018-03-28T23:16:40Z,added [[Category:2018 albums]] using [[WP:HC|HotCat]]
[[en:Part of the Light]],832968048,2018-03-28T23:16:35Z,format
[[en:Part of the Light]],832968023,2018-03-28T23:16:19Z,+
[[en:Talk:Detox Icunt]],832967828,2018-03-28T23:14:27Z,header
[[en:Talk:Detox Icunt]],832967799,2018-03-28T23:14:10Z,+
[[en:Talk:Detox Icunt]],832967775,2018-03-28T23:13:58Z,US
[[en:Detox Icunt]],832967705,2018-03-28T23:13:29Z,-
[[en:Detox Icunt]],832967637,2018-03-28T23:12:59Z,cn
[[en:Detox Icunt]],832967607,2018-03-28T23:12:46Z,/* Web series */ +
[[en:Detox Icunt]],832967571,2018-03-28T23:12:30Z,/* Television */ -
[[en:Detox Icunt]],832967448,2018-03-28T23:11:31Z,"removed unsourced, adding cn tag"
"[[en:Talk:Statue of Trajan, Tower Hill]]",832966282,2018-03-28T23:02:02Z,Assessment: London (Stub/Low); Sculpture (Stub); Visual arts (Stub) ([[User:Evad37/rater.js|Rater]])
"[[en:Statue of Trajan, Tower Hill]]",832966238,2018-03-28T23:01:42Z,-
"[[en:Statue of Trajan, Tower Hill]]",832966187,2018-03-28T23:01:22Z,+
"[[en:Statue of Trajan, Tower Hill]]",832966135,2018-03-28T23:01:04Z,infobox
[[en:World Trade Center (2001–present)]],832965180,2018-03-28T22:55:14Z,/* {{anchor|Original towers}}Original towers and 9/11 */ image placement
[[en:Thoughts and prayers]],832964746,2018-03-28T22:51:36Z,order
[[en:Thoughts and prayers]],832964721,2018-03-28T22:51:25Z,order
[[en:Alaska Thunderfuck]],832964431,2018-03-28T22:49:00Z,"sure, maybe, but at first glance text doesn't seem particularly problematic; feel free to discuss on talk page"
[[en:Alaska Thunderfuck]],832964321,2018-03-28T22:48:05Z,|
[[en:Alaska Thunderfuck]],832964163,2018-03-28T22:46:56Z,-
[[en:Alaska Thunderfuck]],832964137,2018-03-28T22:46:42Z,unsourced
[[en:Alaska Thunderfuck]],832964099,2018-03-28T22:46:28Z,unsourced
[[en:Alaska Thunderfuck]],832964039,2018-03-28T22:45:58Z,unsourced
[[en:Alaska Thunderfuck]],832963986,2018-03-28T22:45:27Z,spacing
[[en:Alaska Thunderfuck]],832963915,2018-03-28T22:44:54Z,unsourced
[[en:Alaska Thunderfuck]],832963877,2018-03-28T22:44:34Z,order
[[en:Alaska Thunderfuck]],832963855,2018-03-28T22:44:22Z,unsourced
[[en:Alaska Thunderfuck]],832963810,2018-03-28T22:44:03Z,order
[[en:Oddments]],832963093,2018-03-28T22:38:21Z,unsourced
[[en:Oddments]],832963065,2018-03-28T22:38:05Z,-
[[en:Draft:Cannabis and impaired driving]],832961854,2018-03-28T22:29:07Z,portal
[[en:Draft:Cannabis and impaired driving]],832961740,2018-03-28T22:28:28Z,I'd consider this more than stub once moved into main space
[[en:Draft:Cannabis and impaired driving]],832961694,2018-03-28T22:28:10Z,br
