page,edit_id,timestamp,summary
[[en:Prays erebitis]],456614855,2011-10-21T02:04:10Z,
[[en:Prays epsilon]],456614828,2011-10-21T02:03:58Z,
[[en:Prays endolemma]],456614798,2011-10-21T02:03:43Z,
[[en:Prays endocarpa]],456614765,2011-10-21T02:03:29Z,
[[en:Prays ducalis]],456614739,2011-10-21T02:03:17Z,
[[en:Prays delta]],456614716,2011-10-21T02:03:03Z,
[[en:Prays curulis]],456614699,2011-10-21T02:02:49Z,
[[en:Prays curalis]],456614655,2011-10-21T02:02:31Z,
[[en:Prays citri]],456614628,2011-10-21T02:02:14Z,
[[en:Prays cingulata]],456614594,2011-10-21T02:02:02Z,
[[en:Prays chrysophyllae]],456614569,2011-10-21T02:01:49Z,
[[en:Prays calycias]],456614544,2011-10-21T02:01:37Z,
[[en:Prays caenobitella]],456614522,2011-10-21T02:01:19Z,
[[en:Prays beta]],456614500,2011-10-21T02:01:05Z,
[[en:Prays autocasis]],456614473,2011-10-21T02:00:50Z,
[[en:Prays amblystola]],456614120,2011-10-21T01:57:23Z,
[[en:Paraargyresthia]],456614065,2011-10-21T01:56:57Z,
[[en:Eucalliathla]],456614033,2011-10-21T01:56:41Z,
[[en:Attevidae]],456613813,2011-10-21T01:54:42Z,
[[en:Distagmos]],456613764,2011-10-21T01:54:20Z,
[[en:Prays adspersella]],456613551,2011-10-21T01:52:25Z,
[[en:Prays]],456613537,2011-10-21T01:52:10Z,
[[en:Atemelia]],456613490,2011-10-21T01:51:46Z,
[[en:Eucalantica]],456613422,2011-10-21T01:51:12Z,
[[en:Saridoscelis]],456613034,2011-10-21T01:47:53Z,
[[en:Argyresthiinae]],456612992,2011-10-21T01:47:33Z,
[[en:Praydinae]],456612913,2011-10-21T01:46:51Z,
[[en:Saridoscelinae]],456612864,2011-10-21T01:46:19Z,
[[en:Scythropia]],456612810,2011-10-21T01:45:54Z,
[[en:Wikipedia talk:Today's featured article/requests]],456612603,2011-10-21T01:44:08Z,/* Human Centipede */
[[en:Political positions of Herman Cain]],456541554,2011-10-20T17:01:57Z,/* Abortion */ Cain's abortion views far more nuanced than the article previously stated
[[en:Wikipedia:Articles for deletion/Imagine There's No Pizza]],456538747,2011-10-20T16:42:23Z,/* Imagine There's No Pizza */
[[en:We Belong]],456468025,2011-10-20T04:56:09Z,
[[en:Wikipedia:Conflict of interest/Noticeboard]],456461230,2011-10-20T03:37:49Z,/* Original Black Entertainment TV */
[[en:Wikipedia:Articles for deletion/Imagine There's No Pizza]],456357802,2011-10-19T14:36:18Z,/* Imagine There's No Pizza */
[[en:Gilad Shalit prisoner swap]],456357468,2011-10-19T14:34:15Z,[[WP:AES|←]]Redirected page to [[Gilad Shalit prisoner exchange]]
[[en:Next Palestinian general election]],456357406,2011-10-19T14:33:53Z,/* Presidential election */
[[en:User talk:Difluoroethene]],456351983,2011-10-19T13:59:07Z,/* Conflict of interest:  User Xday edits to Theadore Beale article? */
[[en:Little River Band]],456293289,2011-10-19T03:11:44Z,/* Early years 1970s */
"[[en:Republican Party presidential primaries, 2012]]",456246631,2011-10-18T20:49:31Z,Undid revision 456245596 by [[Special:Contributions/98.229.178.4|98.229.178.4]] ([[User talk:98.229.178.4|talk]]) rvv...
[[en:Flathead Valley]],456242177,2011-10-18T20:21:33Z,
[[en:Citizen grand jury]],456242053,2011-10-18T20:20:43Z,/* Obama citizenship citizen grand juries */
[[en:Talk:Imagine There's No Pizza]],456238307,2011-10-18T19:55:57Z,
[[en:Ptilopsaltis]],456197658,2011-10-18T15:34:45Z,
[[en:Exoncotis]],456197637,2011-10-18T15:34:35Z,
[[en:Amydria]],456197597,2011-10-18T15:34:14Z,
[[en:Acrolophus]],456197565,2011-10-18T15:34:03Z,
[[en:Acrolophidae]],456197492,2011-10-18T15:33:30Z,
[[en:Nationwide opinion polling for the Republican Party 2012 presidential primaries]],456171922,2011-10-18T12:23:19Z,"Undid revision 456171809 by [[Special:Contributions/Difluoroethene|Difluoroethene]] ([[User talk:Difluoroethene|talk]]) whoops, looks like that poll had been added before"
[[en:Nationwide opinion polling for the Republican Party 2012 presidential primaries]],456171809,2011-10-18T12:22:19Z,+1
[[en:Herman Cain]],456123079,2011-10-18T04:12:32Z,/* Media work */
[[en:Imagine (John Lennon song)]],456122325,2011-10-18T04:05:20Z,/* Cover versions */
"[[en:Herman Cain presidential campaign, 2012]]",456122085,2011-10-18T04:02:39Z,
[[en:Political positions of Herman Cain]],456122053,2011-10-18T04:02:21Z,
[[en:Herman Cain]],456121941,2011-10-18T04:00:59Z,
[[en:Category:Herman Cain]],456121872,2011-10-18T04:00:21Z,"[[WP:AES|←]]Created page with '[[Herman Cain]] is a conservative activist, talk radio host and former [[Godfather's Pizza]] CEO who ran for [[president of the United States]] in 2000 and 2012.'"
[[en:Imagine There's No Pizza]],456121808,2011-10-18T03:59:42Z,
[[en:Imagine There's No Pizza]],456121775,2011-10-18T03:59:20Z,"Looks like Cain has his own version of the [[Obama Girl]] video, except that Cain doesn't need a girl, he does all the singing himself!"
[[en:Yponomeuta padella]],456116064,2011-10-18T02:53:36Z,
[[en:Yponomeuta cagnagella]],456116008,2011-10-18T02:53:02Z,
[[en:Yponomeuta plumbella]],456115952,2011-10-18T02:52:32Z,
[[en:Chlidanotinae]],456115654,2011-10-18T02:49:28Z,
[[en:Polyorthini]],456115544,2011-10-18T02:48:32Z,
[[en:Hilarographini]],456115522,2011-10-18T02:48:22Z,
[[en:Chlidanotini]],456115496,2011-10-18T02:48:10Z,
[[en:Archipini]],456115481,2011-10-18T02:48:00Z,
[[en:Atteriini]],456115460,2011-10-18T02:47:48Z,
[[en:Ceracini]],456115441,2011-10-18T02:47:38Z,
[[en:Cnephasiini]],456115421,2011-10-18T02:47:27Z,
[[en:Cochylini]],456115391,2011-10-18T02:47:16Z,
[[en:Epitymbiini]],456115369,2011-10-18T02:47:05Z,
[[en:Euliini]],456115355,2011-10-18T02:46:55Z,
[[en:Phricanthini]],456115329,2011-10-18T02:46:42Z,
[[en:Schoenotenini]],456115311,2011-10-18T02:46:32Z,
[[en:Sparganothini]],456115283,2011-10-18T02:46:20Z,
[[en:Tortricini]],456115263,2011-10-18T02:46:08Z,
[[en:Bactrini]],456114990,2011-10-18T02:43:21Z,
[[en:Enarmoniini]],456114981,2011-10-18T02:43:17Z,
[[en:Endotheniini]],456114952,2011-10-18T02:42:59Z,
[[en:Eucosmini]],456114931,2011-10-18T02:42:48Z,
[[en:Gatesclarkeanini]],456114906,2011-10-18T02:42:38Z,
[[en:Grapholitini]],456114872,2011-10-18T02:42:14Z,
[[en:Microcorsini]],456114803,2011-10-18T02:41:17Z,
[[en:Olethreutini]],456114738,2011-10-18T02:40:35Z,
[[en:Olethreutinae]],456114686,2011-10-18T02:40:03Z,
