page,edit_id,timestamp,summary
[[en:Dancing with the Stars (U.S. season 25)]],810079196,2017-11-13T06:43:46Z,/* Week 3: Guilty Pleasures Night */
[[en:The Jim Jefferies Show]],810079090,2017-11-13T06:42:47Z,/* Episodes */
[[en:Spiritual Telegraph]],810078928,2017-11-13T06:41:16Z,
[[en:Wang Dengping]],810078876,2017-11-13T06:40:50Z,
[[en:Charleston church shooting]],810078736,2017-11-13T06:39:33Z,
[[en:Talk:2017 New York City truck attack]],810078053,2017-11-13T06:33:37Z,/* Requested move 9 November 2017 */
[[en:2017 New York City truck attack]],810077861,2017-11-13T06:32:02Z,
[[en:Terrorism in the United States]],810075124,2017-11-13T06:05:57Z,/* 2010–present */
[[en:Portal:Current events/2017 October 31]],810075070,2017-11-13T06:05:23Z,
[[en:Talk:2017 New York City truck attack]],810074961,2017-11-13T06:04:22Z,/* Requested move 9 November 2017 */
[[en:NCIS: Los Angeles]],810074614,2017-11-13T06:01:07Z,/* Potential spin-off */
[[en:NCIS (franchise)]],810074568,2017-11-13T06:00:40Z,/* Proposed spin-off */
[[en:Stephen Paddock]],810069163,2017-11-13T05:11:11Z,/* Personal life */
[[en:2017 Las Vegas shooting]],810068494,2017-11-13T05:05:01Z,/* Aftermath and reactions */
[[en:2017 Barcelona attacks]],810067251,2017-11-13T04:54:11Z,/* Cambrils attack */
[[en:New Braunfels High School]],810067088,2017-11-13T04:52:44Z,/* References */
[[en:Talk:List of terrorist incidents in August 2017]],810066991,2017-11-13T04:51:58Z,"/* Charlottesville ""attack"" */"
[[en:Trojans Hockey Club]],810058161,2017-11-13T03:34:47Z,
[[en:Mil Millington]],810058110,2017-11-13T03:34:23Z,
[[en:Linda Shearman]],810058075,2017-11-13T03:34:06Z,/* References */
[[en:Sutherland Springs church shooting]],810057959,2017-11-13T03:33:16Z,/* Perpetrator */
[[en:New Braunfels High School]],810056452,2017-11-13T03:21:36Z,/* Notable alumni */
[[en:International Peace Gardens]],810042131,2017-11-13T01:22:46Z,
[[en:International Peace Garden]],810042090,2017-11-13T01:22:18Z,
[[en:Peace Arch]],810041948,2017-11-13T01:20:57Z,
"[[en:Blaine, Washington]]",810041811,2017-11-13T01:19:26Z,/* Canada–US border */
[[en:Wikipedia:Administrators' noticeboard/Edit warring]],810040477,2017-11-13T01:06:59Z,/* User:HastyBriar321 reported by User:Givibidou (Result: ) */
[[en:List of school massacres by death toll]],810040397,2017-11-13T01:06:09Z,/* List of school massacres */
[[en:List of disasters in Canada by death toll]],810040301,2017-11-13T01:05:09Z,/* 10 to 99 deaths */
[[en:List of disasters in Australia by death toll]],810040110,2017-11-13T01:03:08Z,/* Significant incidents of Australians being killed overseas */
[[en:Ecole Polytechnique de l'Université d'Orléans]],810040047,2017-11-13T01:02:36Z,/* Notes and references */
[[en:Air India Flight 182]],810040020,2017-11-13T01:02:21Z,
[[en:Witness: The Tour]],810024532,2017-11-12T23:36:34Z,/* References */
[[en:The Gateway Pundit]],810024493,2017-11-12T23:36:17Z,/* Controversy */
[[en:List of presidential trips made by Donald Trump during 2017]],810024458,2017-11-12T23:36:00Z,/* October 2017 */
[[en:List of The Daily Show episodes (2017)]],810024395,2017-11-12T23:35:26Z,/* October */
"[[en:Montgomery County, Pennsylvania shootings]]",810023844,2017-11-12T23:30:49Z,
[[en:User:HastyBriar321]],810022905,2017-11-12T23:23:31Z,[[WP:AES|←]]Created page with 'Don't be too hasty. ~~~~  kiknqlkaw gz ygnp nov'
"[[en:National Museum of Art, Architecture and Design]]",810022857,2017-11-12T23:23:01Z,/* The new National Museum */
[[en:Production Way–University station]],810022802,2017-11-12T23:22:40Z,
[[en:Redwood Games]],810022662,2017-11-12T23:21:38Z,/* History */ Red-links.
[[en:Wikipedia:Administrators' noticeboard/Edit warring]],810022344,2017-11-12T23:19:04Z,/* User:HastyBriar321 reported by User:Givibidou (Result: ) */
[[en:List of The Late Late Show with James Corden episodes (2017)]],810021769,2017-11-12T23:14:42Z,/* October */
[[en:List of The Late Show with Stephen Colbert episodes (2017)]],810021734,2017-11-12T23:14:26Z,/* October */
[[en:User talk:HastyBriar321]],810021318,2017-11-12T23:11:03Z,/* Notice of Edit warring noticeboard discussion */
[[en:Talk:Orlando nightclub shooting]],810021119,2017-11-12T23:09:31Z,/* Requested move 12 November 2017 */
[[en:Wikipedia:Administrators' noticeboard/Edit warring]],810020805,2017-11-12T23:07:00Z,/* User:HastyBriar321 reported by User:Givibidou (Result: ) */
[[en:Wikipedia:Administrators' noticeboard/Edit warring]],810020106,2017-11-12T23:02:01Z,/* User:HastyBriar321 reported by User:Givibidou (Result: ) */
[[en:User talk:Givibidou]],810020017,2017-11-12T23:01:24Z,/* November 2017 */
[[en:Wikipedia:Administrators' noticeboard/Edit warring]],810019737,2017-11-12T22:59:29Z,/* User:HastyBriar321 reported by User:Givibidou (Result: ) */
[[en:Wikipedia:Administrators' noticeboard/Edit warring]],810019607,2017-11-12T22:58:37Z,/* User:HastyBriar321 reported by User:Givibidou (Result: ) */
[[en:Portal:Current events/2017 October 12]],810016291,2017-11-12T22:35:02Z,
[[en:Portal:Current events/2017 August 21]],810016038,2017-11-12T22:33:04Z,
[[en:Beating of DeAndre Harris]],810015938,2017-11-12T22:32:26Z,/* Aftermath */
[[en:Beating of DeAndre Harris]],810015236,2017-11-12T22:28:28Z,/* Beating */
[[en:Beating of DeAndre Harris]],810014123,2017-11-12T22:21:22Z,
[[en:Unite the Right rally]],810013956,2017-11-12T22:20:17Z,/* Fatal helicopter crash */
[[en:Karen Miyama]],810013416,2017-11-12T22:16:29Z,
[[en:Higashi-Hie Station]],810013323,2017-11-12T22:15:55Z,
[[en:Project 1950]],810013275,2017-11-12T22:15:37Z,
[[en:List of terrorist incidents in August 2017]],810013148,2017-11-12T22:14:43Z,/* August */ Capitalization errors.
[[en:User talk:Givibidou]],810012534,2017-11-12T22:10:23Z,/* November 2017 */ Apparently my additional text didn't get detected.
[[en:Andrée Lafayette]],810012084,2017-11-12T22:07:11Z,
[[en:User talk:Givibidou]],810010412,2017-11-12T21:56:31Z,
[[en:Talk:List of terrorist incidents in August 2017]],810009151,2017-11-12T21:48:21Z,"/* Charlottesville ""attack"" */ new section"
[[en:User talk:Givibidou]],810008726,2017-11-12T21:45:43Z,[[WP:AES|←]]Created page with '==November 2017== {{subst:uw-editwar|List of terrorist incidents in August 2017}} ~~~~'
[[en:List of terrorist incidents in August 2017]],810008583,2017-11-12T21:44:54Z,Undid revision 810007431 by [[Special:Contributions/Givibidou|Givibidou]] ([[User talk:Givibidou|talk]])
[[en:Key Falls]],810005754,2017-11-12T21:28:42Z,
[[en:User talk:220.253.28.185]],810005278,2017-11-12T21:25:28Z,[[WP:AES|←]]Created page with '==November 2017== {{subst:uw-vandalism1|Boston Marathon bombing}} ~~~~'
[[en:Boston Marathon bombing]],810005195,2017-11-12T21:24:58Z,Undid revision 809906464 by [[Special:Contributions/220.253.28.185|220.253.28.185]] ([[User talk:220.253.28.185|talk]])
[[en:Portal:Current events/2017 June 8]],810004894,2017-11-12T21:23:00Z,
[[en:Stair (disambiguation)]],810004787,2017-11-12T21:22:18Z,/* People */
[[en:2017 Weis Markets shooting]],810004732,2017-11-12T21:21:59Z,[[WP:AES|←]]Redirected page to [[Eaton Township Weis Markets shooting]]
[[en:List of terrorist incidents in August 2017]],810004502,2017-11-12T21:20:31Z,"Read [[WP:BLPCRIME]]. A suspect who is alive must always be presumed innocent until guilty. Until then, we must treat this as a regular car crash."
[[en:Weis market attack]],810004199,2017-11-12T21:18:27Z,[[WP:AES|←]]Redirected page to [[Eaton Township Weis Markets shooting]]
[[en:Randy Stair]],810004176,2017-11-12T21:18:16Z,[[WP:AES|←]]Redirected page to [[Eaton Township Weis Markets shooting#Perpetrator]]
[[en:Andrew Blaze]],810004152,2017-11-12T21:18:04Z,[[WP:AES|←]]Redirected page to [[Eaton Township Weis Markets shooting#Perpetrator]]
[[en:Talk:Weis Markets shooting]],810004103,2017-11-12T21:17:44Z,HastyBriar321 moved page [[Talk:Weis Markets shooting]] to [[Talk:Eaton Township Weis Markets shooting]]: Further disambiguation.
[[en:Talk:Eaton Township Weis Markets shooting]],810004101,2017-11-12T21:17:44Z,HastyBriar321 moved page [[Talk:Weis Markets shooting]] to [[Talk:Eaton Township Weis Markets shooting]]: Further disambiguation.
[[en:Weis Markets shooting]],810004100,2017-11-12T21:17:44Z,HastyBriar321 moved page [[Weis Markets shooting]] to [[Eaton Township Weis Markets shooting]]: Further disambiguation.
[[en:Eaton Township Weis Markets shooting]],810004097,2017-11-12T21:17:43Z,HastyBriar321 moved page [[Weis Markets shooting]] to [[Eaton Township Weis Markets shooting]]: Further disambiguation.
[[en:Eaton Township Weis Markets shooting]],810004026,2017-11-12T21:17:13Z,
[[en:Talk:2017 Fresno shootings]],810002809,2017-11-12T21:09:22Z,/* Requested move 3 November 2017 */
[[en:Sutherland Springs church shooting]],810002235,2017-11-12T21:05:58Z,/* Perpetrator */
[[en:Hostile vehicle mitigation]],810001821,2017-11-12T21:03:11Z,
[[en:Portal:Current events/2017 June 6]],810001765,2017-11-12T21:02:49Z,
[[en:Vehicle-ramming attack]],810001694,2017-11-12T21:02:22Z,/* Other */
"[[en:Sandy, Utah attack]]",810001630,2017-11-12T21:02:00Z,
[[en:Talk:Orlando nightclub shooting]],810001330,2017-11-12T21:00:02Z,/* Requested move 12 November 2017 */
[[en:List of terrorist incidents in August 2017]],810000877,2017-11-12T20:56:57Z,I just said I was removing the Charlottesville attack because of [[WP:BLPCRIME]].
[[en:The Dakotas]],809926020,2017-11-12T10:46:24Z,Undid revision 809879241 by [[Special:Contributions/5.186.122.139|5.186.122.139]] ([[User talk:5.186.122.139|talk]])
[[en:1995 United States elections]],809925981,2017-11-12T10:45:51Z,"[[WP:AES|←]]Redirected page to [[United States elections, 1995]]"
[[en:1996 United States elections]],809925961,2017-11-12T10:45:39Z,"[[WP:AES|←]]Redirected page to [[United States elections, 1996]]"
[[en:1997 United States elections]],809925875,2017-11-12T10:44:58Z,"[[WP:AES|←]]Redirected page to [[United States elections, 1997]]"
[[en:1999 United States elections]],809925816,2017-11-12T10:44:23Z,"[[WP:AES|←]]Redirected page to [[United States elections, 1999]]"
[[en:Talk:2017 Las Vegas shooting]],809925718,2017-11-12T10:43:15Z,/* Survey */
[[en:2000 United States elections]],809925579,2017-11-12T10:41:45Z,"[[WP:AES|←]]Redirected page to [[United States elections, 2000]]"
"[[en:United States elections, 2001]]",809925550,2017-11-12T10:41:27Z,
[[en:2001 United States elections]],809925525,2017-11-12T10:41:10Z,"[[WP:AES|←]]Redirected page to [[United States elections, 2001]]"
[[en:2002 United States elections]],809925508,2017-11-12T10:40:57Z,"[[WP:AES|←]]Redirected page to [[United States elections, 2002]]"
[[en:2003 United States elections]],809925487,2017-11-12T10:40:38Z,"[[WP:AES|←]]Redirected page to [[United States elections, 2003]]"
[[en:2004 United States elections]],809925465,2017-11-12T10:40:21Z,"[[WP:AES|←]]Redirected page to [[United States elections, 2004]]"
[[en:2005 United States elections]],809925443,2017-11-12T10:40:04Z,"[[WP:AES|←]]Redirected page to [[United States elections, 2005]]"
[[en:2007 United States elections]],809925385,2017-11-12T10:39:13Z,"[[WP:AES|←]]Redirected page to [[United States elections, 2007]]"
[[en:2009 United States elections]],809925326,2017-11-12T10:38:32Z,"[[WP:AES|←]]Redirected page to [[United States elections, 2009]]"
[[en:2013 United States elections]],809925284,2017-11-12T10:38:02Z,"[[WP:AES|←]]Redirected page to [[United States elections, 2013]]"
[[en:2015 United States elections]],809925249,2017-11-12T10:37:34Z,"[[WP:AES|←]]Redirected page to [[United States elections, 2015]]"
[[en:2020 United States elections]],809925197,2017-11-12T10:36:55Z,"[[WP:AES|←]]Redirected page to [[United States elections, 2020]]"
[[en:2019 United States elections]],809925168,2017-11-12T10:36:34Z,"[[WP:AES|←]]Redirected page to [[United States elections, 2019]]"
[[en:Talk:2017 Las Vegas shooting]],809925097,2017-11-12T10:35:47Z,/* Including/ excluding the perpetrator again */
[[en:Picún Leufú]],809924932,2017-11-12T10:33:51Z,
[[en:Picún Leufú]],809924915,2017-11-12T10:33:41Z,
[[en:Constance of Burgundy]],809924891,2017-11-12T10:33:23Z,
[[en:Sutherland Springs church shooting]],809924853,2017-11-12T10:32:58Z,/* Hoaxes and conspiracy theories */
[[en:Talk:2017 Las Vegas shooting]],809924768,2017-11-12T10:31:48Z,/* Including/ excluding the perpetrator again */
[[en:Morrissey]],809924639,2017-11-12T10:30:20Z,/* Views on political leaders */
[[en:Kavita Radheshyam]],809924533,2017-11-12T10:29:07Z,/* Anti-LGBT remarks after Orlando shooting */
[[en:Marina and the Diamonds]],809924502,2017-11-12T10:28:46Z,/* Public image */
[[en:James Edward Pough]],809924443,2017-11-12T10:28:06Z,
[[en:Orlando Rays]],809924275,2017-11-12T10:26:01Z,
[[en:Adagio for Strings]],809924209,2017-11-12T10:25:20Z,/* Legacy */
[[en:Adagio for Strings]],809924140,2017-11-12T10:24:37Z,/* Legacy */
[[en:John Lewis (civil rights leader)]],809924057,2017-11-12T10:23:35Z,/* 2016 Firearm safety legislation sit-in */
[[en:2017 United States elections]],809923916,2017-11-12T10:21:54Z,"[[WP:AES|←]]Redirected page to [[United States elections, 2017]]"
[[en:User talk:5.186.122.139]],809923724,2017-11-12T10:19:41Z,[[WP:AES|←]]Created page with '==November 2017== {{subst:uw-unsourced1|Abdelbaki Es Satty}} ~~~~'
[[en:Abdelbaki Es Satty]],809923684,2017-11-12T10:19:13Z,Undid revision 809923426 by [[Special:Contributions/5.186.122.139|5.186.122.139]] ([[User talk:5.186.122.139|talk]])
[[en:Love Is Love (comics)]],809923574,2017-11-12T10:17:49Z,/* External links */
[[en:Our Happy Hours]],809923559,2017-11-12T10:17:38Z,/* References */
[[en:The Greatest (Sia song)]],809923537,2017-11-12T10:17:23Z,/* External links */
[[en:Love Make the World Go Round]],809923520,2017-11-12T10:17:09Z,/* References */
[[en:Hands (2016 song)]],809923504,2017-11-12T10:16:58Z,/* External links */
[[en:Change (Christina Aguilera song)]],809923490,2017-11-12T10:16:48Z,/* External links */
[[en:Broadway for Orlando]],809923474,2017-11-12T10:16:39Z,/* References */
[[en:2016 United States House of Representatives sit-in]],809923456,2017-11-12T10:16:30Z,/* External links */
[[en:Chris Murphy gun control filibuster]],809923438,2017-11-12T10:16:20Z,/* External links */
[[en:Reactions to the Orlando nightclub shooting]],809923425,2017-11-12T10:16:11Z,/* External links */
[[en:Omar Mateen]],809923400,2017-11-12T10:15:58Z,/* External links */
[[en:Pulse nightclub]],809923385,2017-11-12T10:15:48Z,/* External links */
[[en:Orlando nightclub shooting]],809923368,2017-11-12T10:15:34Z,/* External links */
[[en:Template talk:2016 Orlando nightclub shooting]],809923344,2017-11-12T10:15:15Z,HastyBriar321 moved page [[Template talk:2016 Orlando nightclub shooting]] to [[Template talk:Orlando nightclub shooting]]: Per [[WP:PRECISE]] and [[WP:CONCISE]] guidelines.
[[en:Template talk:Orlando nightclub shooting]],809923343,2017-11-12T10:15:15Z,HastyBriar321 moved page [[Template talk:2016 Orlando nightclub shooting]] to [[Template talk:Orlando nightclub shooting]]: Per [[WP:PRECISE]] and [[WP:CONCISE]] guidelines.
[[en:Template:2016 Orlando nightclub shooting]],809923341,2017-11-12T10:15:14Z,HastyBriar321 moved page [[Template:2016 Orlando nightclub shooting]] to [[Template:Orlando nightclub shooting]]: Per [[WP:PRECISE]] and [[WP:CONCISE]] guidelines.
[[en:Template:Orlando nightclub shooting]],809923340,2017-11-12T10:15:14Z,HastyBriar321 moved page [[Template:2016 Orlando nightclub shooting]] to [[Template:Orlando nightclub shooting]]: Per [[WP:PRECISE]] and [[WP:CONCISE]] guidelines.
[[en:Talk:2017 Las Vegas shooting]],809923006,2017-11-12T10:11:10Z,/* Including/ excluding the perpetrator again */
[[en:2017 Edmonton attack]],809922548,2017-11-12T10:05:37Z,
[[en:Josep Lluís Trapero Álvarez]],809922043,2017-11-12T09:59:31Z,
[[en:Josep Lluís Trapero Álvarez]],809922011,2017-11-12T09:59:03Z,/* Biography */
[[en:Abdelbaki Es Satty]],809921922,2017-11-12T09:57:58Z,
[[en:Salah Abdeslam]],809921451,2017-11-12T09:52:26Z,/* Detention and legal proceedings */
[[en:Salah Abdeslam]],809921336,2017-11-12T09:51:14Z,/* Detention and legal proceedings */
[[en:2017 Turku stabbing]],809920555,2017-11-12T09:42:13Z,
[[en:Wikipedia:Articles for deletion/Reactions to the 2017 Catalonia attacks]],809920397,2017-11-12T09:40:22Z,
[[en:2017 in Australia]],809920347,2017-11-12T09:39:43Z,/* August */
[[en:Takbir]],809920270,2017-11-12T09:38:46Z,/* Jihadist usage */
[[en:Dale Earnhardt Jr.]],809920209,2017-11-12T09:38:05Z,/* Politics */
[[en:Wikipedia:Main Page history/2017 August 25]],809920042,2017-11-12T09:36:10Z,
[[en:Wikipedia:Main Page history/2017 August 24]],809920025,2017-11-12T09:35:54Z,
[[en:Wikipedia:Main Page history/2017 August 23]],809920005,2017-11-12T09:35:39Z,
[[en:Wikipedia:Main Page history/2017 August 22]],809919977,2017-11-12T09:35:22Z,
[[en:Wikipedia:Main Page history/2017 August 21]],809919961,2017-11-12T09:35:07Z,
[[en:Wikipedia:Main Page history/2017 August 20]],809919939,2017-11-12T09:34:52Z,
[[en:Wikipedia:Main Page history/2017 August 19]],809919919,2017-11-12T09:34:38Z,
[[en:Wikipedia:Main Page history/2017 August 18]],809919860,2017-11-12T09:34:01Z,
[[en:List of Late Night with Seth Meyers episodes (2017)]],809912838,2017-11-12T08:18:27Z,/* October */
[[en:List of The Tonight Show Starring Jimmy Fallon episodes (2017)]],809912810,2017-11-12T08:18:06Z,/* October */
"[[en:Wikipedia:Top 25 Report/October 1 to 7, 2017]]",809912750,2017-11-12T08:17:23Z,"/* Most Popular Wikipedia Articles of the Week (October 1 to 7, 2017) */"
[[en:Wikipedia:Main Page history/2017 October 10]],809912719,2017-11-12T08:17:05Z,
[[en:Wikipedia:Main Page history/2017 October 9]],809912706,2017-11-12T08:16:54Z,
[[en:Wikipedia:Main Page history/2017 October 8]],809912685,2017-11-12T08:16:40Z,
[[en:Wikipedia:Main Page history/2017 October 7]],809912623,2017-11-12T08:16:07Z,
[[en:Wikipedia:Main Page history/2017 October 6]],809912596,2017-11-12T08:15:51Z,
[[en:Wikipedia:Main Page history/2017 October 5]],809912569,2017-11-12T08:15:35Z,
[[en:Wikipedia:Main Page history/2017 October 4]],809912544,2017-11-12T08:15:22Z,
[[en:Wikipedia:Main Page history/2017 October 3]],809912510,2017-11-12T08:15:01Z,
[[en:Wikipedia:Main Page history/2017 October 2]],809912475,2017-11-12T08:14:40Z,
[[en:2017 in the United States]],809912342,2017-11-12T08:13:19Z,/* October */
[[en:2017 Las Vegas shooting]],809912172,2017-11-12T08:11:07Z,Undid revision 809905362 by [[Special:Contributions/Ianmacm|Ianmacm]] ([[User talk:Ianmacm|talk]])
[[en:Talk:2017 Las Vegas shooting]],809912039,2017-11-12T08:09:17Z,/* Title */
[[en:2016 in American television]],809903656,2017-11-12T06:23:29Z,/* June */
[[en:Charleston church shooting]],809903586,2017-11-12T06:22:28Z,[[WP:UNDUE]].
[[en:List of most-liked tweets]],809903457,2017-11-12T06:20:22Z,/* Top tweets */
[[en:Eric Harris and Dylan Klebold]],809903248,2017-11-12T06:17:46Z,"Category more appropriate for usage in [[Columbine High School massacre]], where it already is at."
[[en:2017 Las Vegas shooting]],809903054,2017-11-12T06:15:10Z,"Paddock did not die in the same location as his victims, so it's a separate event, per [[Sutherland Springs church shooting]]."
[[en:2004 Madrid train bombings]],809894520,2017-11-12T04:37:29Z,/* Other */
[[en:Cambrils]],809894495,2017-11-12T04:37:13Z,/* See also */
[[en:List of terrorist incidents in August 2017]],809894439,2017-11-12T04:36:30Z,/* August */
[[en:List of most-liked tweets]],809894252,2017-11-12T04:34:19Z,/* Top tweets */
[[en:2017 in Spain]],809894175,2017-11-12T04:33:34Z,/* August */
[[en:2017 in Europe]],809894158,2017-11-12T04:33:19Z,/* August */
[[en:List of The Late Show with Stephen Colbert episodes (2017)]],809894134,2017-11-12T04:33:03Z,/* August */
[[en:2017 in Ireland]],809894044,2017-11-12T04:32:09Z,/* August */
[[en:Thoughts and prayers]],809893884,2017-11-12T04:30:35Z,/* In media */
[[en:2017 in American television]],809893858,2017-11-12T04:30:17Z,/* June */
[[en:2017 in the United States]],809893799,2017-11-12T04:29:34Z,/* June */
[[en:Portal:Current events/2017 June 14]],809893727,2017-11-12T04:29:02Z,
[[en:San Francisco UPS shooting]],809893675,2017-11-12T04:28:28Z,
[[en:UPS shooting in San Francisco]],809893389,2017-11-12T04:25:32Z,HastyBriar321 moved page [[UPS shooting in San Francisco]] to [[San Francisco UPS shooting]]: Very unconventional title.
[[en:San Francisco UPS shooting]],809893388,2017-11-12T04:25:31Z,HastyBriar321 moved page [[UPS shooting in San Francisco]] to [[San Francisco UPS shooting]]: Very unconventional title.
[[en:Amaq News Agency]],809893231,2017-11-12T04:23:52Z,
[[en:American Horror Story: Cult]],809892994,2017-11-12T04:21:20Z,/* Edits */
[[en:Amaq News Agency]],809892953,2017-11-12T04:20:53Z,/* Reliability */
[[en:Orlando nightclub shooting]],809892904,2017-11-12T04:20:19Z,/* Casualties{{anchor|Victims}} */
[[en:2017 in the United States]],809892829,2017-11-12T04:19:27Z,/* October */
[[en:Global Mall at the Crossings]],809892611,2017-11-12T04:16:40Z,/* Movie theater attack */ Removing unsourced content.
"[[en:United States Penitentiary, Allenwood]]",809892569,2017-11-12T04:16:16Z,/* Other crimes */
[[en:Wikipedia:Selected anniversaries/July 20]],809892538,2017-11-12T04:15:54Z,
[[en:Portal:Current events/2013 May 7]],809892457,2017-11-12T04:14:48Z,
"[[en:Utuado, Puerto Rico]]",809892215,2017-11-12T04:11:57Z,
[[en:Portal:Current events/2017 May 12]],809891944,2017-11-12T04:08:58Z,
[[en:2017 in the United States]],809891899,2017-11-12T04:08:28Z,/* May */
"[[en:Kirkersville, Ohio]]",809891843,2017-11-12T04:07:42Z,/* See also */
[[en:Talk:2017 Fresno shootings]],809891706,2017-11-12T04:06:04Z,/* Requested move 3 November 2017 */
[[en:List of terrorist incidents in April 2017]],809891592,2017-11-12T04:04:45Z,/* April */ Not once did officials ever consider it that.
[[en:Sutherland Springs church shooting]],809891530,2017-11-12T04:04:02Z,/* Ability to purchase and carry firearms */
[[en:Vanguard America]],809891435,2017-11-12T04:02:50Z,/* History */
[[en:Lynne DiSanto]],809891319,2017-11-12T04:01:41Z,
"[[en:Timeline of the Trump presidency, 2017 Q3]]",809891282,2017-11-12T04:01:13Z,/* Week 29 */
[[en:Lee Camp (comedian)]],809890997,2017-11-12T03:57:50Z,/* Activism */ Removing unsourced material.
[[en:Wikipedia:Articles for deletion/Antifa apocalypse]],809890866,2017-11-12T03:56:07Z,
[[en:List of terrorist incidents in August 2017]],809890640,2017-11-12T03:53:13Z,/* August */ Per [[WP:BLPCRIME]].
[[en:Charlottesville car crash]],809890467,2017-11-12T03:50:58Z,
[[en:Beating of DeAndre Harris]],809890253,2017-11-12T03:48:41Z,Shortening.
[[en:Shaun King]],809886681,2017-11-12T03:09:34Z,/* Activism */
[[en:Unite the Right rally]],809886619,2017-11-12T03:08:45Z,/* DeAndre Harris */
[[en:Unite the Right rally]],809886595,2017-11-12T03:08:27Z,/* DeAndre Harris */
[[en:Unite the Right rally]],809886337,2017-11-12T03:05:19Z,/* DeAndre Harris */ Shortening section.
[[en:Attack on Reginald Denny]],809885380,2017-11-12T02:54:19Z,
[[en:A Concert for Charlottesville]],809885104,2017-11-12T02:50:35Z,/* References */
[[en:Unite the Right rally]],809885054,2017-11-12T02:49:57Z,/* DeAndre Harris */
[[en:Unite the Right rally]],809885013,2017-11-12T02:49:24Z,
[[en:Unite the Right rally]],809884980,2017-11-12T02:48:48Z,/* Aftermath and reactions */ Discussion is archived with no outcome and no attempt at revival.
[[en:Unite the Right rally]],809884933,2017-11-12T02:48:07Z,/* In popular culture */ Italicizing.
[[en:Unite the Right rally]],809884860,2017-11-12T02:47:16Z,/* DeAndre Harris */
[[en:Shaun King]],809884830,2017-11-12T02:46:51Z,/* Activism */
[[en:Unite the Right rally]],809884704,2017-11-12T02:45:10Z,/* August 12 */ Linking.
"[[en:Timeline of the Trump presidency, 2017 Q3]]",809884533,2017-11-12T02:42:50Z,/* Week 30 */
[[en:Barcelona attack]],809884434,2017-11-12T02:41:48Z,
[[en:Portal:Current events/2017 August 21]],809884384,2017-11-12T02:41:13Z,
[[en:Portal:Current events/2017 August 21]],809884345,2017-11-12T02:40:48Z,
[[en:Portal:Current events/2017 August 18]],809884319,2017-11-12T02:40:32Z,
